Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Team Success (xG) On-Off,Matches
36,Loïc Affamah,FRA,FW,Nantes,Ligue 1,20,2002,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
37,Emmanuel Agbadou,CIV,DF,Reims,Ligue 1,25,1997,29,2388,82,69.8,26.5,27,87,24,2,20,0,1.14,33,33,0,0.0,0.0,43.5,37.0,6.6,0.25,0.05,Matches
38,Julen Agirrezabala,ESP,GK,Athletic Club,La Liga,21,2000,8,675,84,19.7,7.5,7,90,7,1,45,26,0.75,5,6,-1,-0.13,-0.3,10.2,6.9,3.3,0.43,-0.03,Matches
39,Lucien Agoume,FRA,MF,Inter,Serie A,20,2002,0,0,0,0.0,0.0,0,0,0,0,0,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
40,Lucien Agoume,FRA,MF,Troyes,Ligue 1,20,2002,15,1094,73,32.0,12.2,14,78,8,1,9,6,0.4,9,29,-20,-1.65,-1.03,11.9,26.0,-14.1,-1.16,-0.2,Matches
41,Felix Agu,GER,"DF,FW",Werder Bremen,Bundesliga,22,1999,3,49,16,1.6,0.5,0,0,0,3,16,9,1.33,1,2,-1,-1.84,-1.48,0.4,2.4,-2.0,-3.53,-3.24,Matches
42,Álvaro Aguado,ESP,MF,Valladolid,La Liga,26,1996,34,1888,56,55.2,21.0,18,78,11,16,31,4,1.15,19,36,-17,-0.81,-0.05,21.7,36.0,-14.3,-0.68,0.03,Matches
43,Kevin Agudelo,COL,"MF,FW",Spezia,Serie A,23,1998,34,2131,63,62.3,23.7,23,78,6,11,31,2,0.74,20,39,-19,-0.8,0.04,24.4,38.7,-14.3,-0.6,-0.35,Matches
44,Nayef Aguerd,MAR,DF,West Ham,Premier League,26,1996,18,1595,89,46.6,17.7,17,89,16,1,76,3,1.06,23,28,-5,-0.28,0.11,24.2,28.6,-4.5,-0.25,-0.28,Matches
45,Ruben Aguilar,FRA,DF,Monaco,Ligue 1,29,1993,20,1172,59,34.3,13.0,14,76,7,6,19,5,1.95,16,21,-5,-0.38,-1.06,19.5,18.7,0.8,0.06,-0.27,Matches
46,Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,Premier League,20,2002,8,94,12,2.7,1.0,0,0,0,8,12,3,0.38,0,2,-2,-1.91,-1.73,1.1,1.8,-0.7,-0.69,-0.47,Matches
