Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCAPL,SCAPD,SCATO,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPL,GCAPD,GCATO,GCASh,GCAFld,GCADef
757,Berat Djimsiti,ALB,DF,Atalanta,Serie A,29,1993,20,10,0.5,8,0,0,1,1,0,4,0.2,3,0,0,1,0,0
758,Moussa Djitte,SEN,FW,Ajaccio,Ligue 1,22,1999,1.5,2,1.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0
759,Ouparine Djoco,GNB,GK,Clermont Foot,Ligue 1,24,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,Marko Dmitrović,SRB,GK,Sevilla,La Liga,30,1992,14.1,4,0.283687943,2,2,0,0,0,0,0,0,0,0,0,0,0,0
761,Alan Do Marcolino,GAB,FW,Rennes,Ligue 1,20,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Ben Doak,SCO,FW,Liverpool,Premier League,16,2005,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,Ritsu Doan,JPN,"MF,FW",Freiburg,Bundesliga,24,1998,26.9,72,2.676579926,45,1,10,5,9,2,10,0.371747212,6,0,1,0,3,0
764,Dodô,BRA,DF,Fiorentina,Serie A,23,1998,25.9,65,2.50965251,58,2,1,2,1,1,5,0.193050193,5,0,0,0,0,0
765,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,24,1998,24.6,21,0.853658537,19,0,0,0,2,0,3,0.12195122,2,0,0,0,1,0
766,Matt Doherty,IRL,"DF,MF","Tottenham,Atlético Madrid","Premier League,La Liga",30,1992,7.6,18,2.368421053,13,0,2,2,1,0,3,0.394736842,2,0,0,1,0,0
768,Josh Doig,SCO,DF,Hellas Verona,Serie A,20,2002,15,35,2.333333333,23,6,3,1,2,0,7,0.466666667,5,0,1,0,1,0
769,Jeremy Doku,BEL,"MF,FW",Rennes,Ligue 1,20,2002,14.3,81,5.664335664,52,1,22,2,3,1,10,0.699300699,1,0,7,1,1,0
770,Kasper Dolberg,DEN,FW,"Sevilla,Hoffenheim","La Liga,Bundesliga",24,1997,6.7,9,1.343283582,6,0,0,0,1,1,1,0.149253731,1,0,0,0,0,0
772,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,21,2001,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Nicolás Domínguez,ARG,MF,Bologna,Serie A,24,1998,25.6,71,2.7734375,61,2,3,1,3,1,5,0.1953125,5,0,0,0,0,0
774,John Donald,ESP,"MF,DF",Elche,La Liga,21,2000,12.1,6,0.495867769,6,0,0,0,0,0,1,0.082644628,1,0,0,0,0,0
775,Giulio Donati,ITA,DF,Monza,Serie A,32,1990,4.7,4,0.85106383,2,1,0,0,1,0,0,0,0,0,0,0,0,0
776,Kyliane Dong,FRA,"MF,FW",Troyes,Ligue 1,17,2004,2.4,5,2.083333333,2,1,0,1,1,0,2,0.833333333,1,0,0,0,1,0
777,Jordan Dongmo,CMR,MF,Troyes,Ligue 1,21,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,23,1999,37.9,1,0.026385224,1,0,0,0,0,0,0,0,0,0,0,0,0,0
779,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,24,1998,5.4,8,1.481481481,6,0,0,0,2,0,0,0,0,0,0,0,0,0
780,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,24,1997,37.9,24,0.633245383,21,0,0,2,0,1,2,0.052770449,2,0,0,0,0,0
781,Jodel Dossou,BEN,"MF,DF",Clermont Foot,Ligue 1,30,1992,2.9,5,1.724137931,4,0,0,1,0,0,0,0,0,0,0,0,0,0
782,Lohann Doucet,FRA,"MF,FW",Nantes,Ligue 1,19,2002,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Abdoulaye Doucouré,MLI,MF,Everton,Premier League,29,1993,17,45,2.647058824,38,0,3,2,0,2,3,0.176470588,3,0,0,0,0,0
784,Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,22,2000,30.8,61,1.980519481,48,0,2,5,2,4,6,0.194805195,4,0,0,1,0,1
785,Ckene Doucouré,COM,"FW,MF",Lorient,Ligue 1,20,2002,1.5,12,8,10,0,0,1,1,0,2,1.333333333,1,0,0,0,1,0
786,Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,17,2005,12.4,35,2.822580645,23,3,3,1,3,2,2,0.161290323,2,0,0,0,0,0
787,Guela Doué,FRA,"FW,MF",Rennes,Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,19,2003,25.5,20,0.784313725,17,0,1,1,1,0,2,0.078431373,2,0,0,0,0,0
789,Kamory Doumbia,MLI,MF,Reims,Ligue 1,19,2003,12.8,41,3.203125,34,0,2,2,2,1,3,0.234375,3,0,0,0,0,0
790,Souleyman Doumbia,CIV,"DF,FW",Angers,Ligue 1,25,1996,19.9,32,1.608040201,25,0,3,0,3,1,0,0,0,0,0,0,0,0
791,Flynn Downes,ENG,MF,West Ham,Premier League,23,1999,8.5,13,1.529411765,8,0,0,3,2,0,0,0,0,0,0,0,0,0
792,Kami Doyle,ENG,MF,Southampton,Premier League,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,Bartłomiej Drągowski,POL,GK,Spezia,Serie A,24,1997,32.7,7,0.214067278,6,1,0,0,0,0,2,0.06116208,2,0,0,0,0,0
794,Cody Drameh,ENG,DF,Leeds United,Premier League,20,2001,0.8,1,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Dion Drena Beljo,CRO,FW,Augsburg,Bundesliga,20,2002,12.5,25,2,20,0,0,3,1,1,5,0.4,3,0,0,2,0,0
796,Dominick Drexler,GER,"MF,FW",Schalke 04,Bundesliga,32,1990,15.2,46,3.026315789,34,6,2,1,2,1,5,0.328947368,4,0,1,0,0,0
797,Domingos Duarte,POR,DF,Getafe,La Liga,27,1995,29.5,15,0.508474576,13,0,0,2,0,0,3,0.101694915,2,0,0,1,0,0
798,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,33,1989,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,28,1994,31.7,109,3.438485804,67,30,5,4,3,0,24,0.757097792,16,4,2,1,1,0
800,Ondrej Duda,SVK,MF,"Hellas Verona,Köln","Serie A,Bundesliga",27,1994,19.5,42,2.153846154,30,3,3,2,3,1,5,0.256410256,3,0,1,1,0,0
802,Shane Duffy,IRL,"DF,FW",Fulham,Premier League,30,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,Rémy Dugimont,FRA,"FW,MF",Auxerre,Ligue 1,36,1986,1.3,5,3.846153846,4,0,0,0,1,0,1,0.769230769,1,0,0,0,0,0
804,Denzel Dumfries,NED,DF,Inter,Serie A,26,1996,24.6,71,2.886178862,48,4,1,9,8,1,11,0.447154472,6,0,0,2,3,0
805,Alfred Duncan,GHA,MF,Fiorentina,Serie A,29,1993,12.3,39,3.170731707,32,2,1,2,1,1,5,0.406504065,3,0,1,1,0,0
806,Lewis Dunk,ENG,DF,Brighton,Premier League,30,1991,36,32,0.888888889,31,0,0,1,0,0,2,0.055555556,2,0,0,0,0,0
807,Maxime Dupé,FRA,GK,Toulouse,Ligue 1,29,1993,38,2,0.052631579,1,0,0,1,0,0,0,0,0,0,0,0,0,0
808,Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,18,2003,1.5,5,3.333333333,3,0,0,1,0,1,0,0,0,0,0,0,0,0
809,Pablo Durán,ESP,"MF,DF",Celta Vigo,La Liga,21,2001,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Julien Duranville,BEL,MF,Dortmund,Bundesliga,16,2006,0.3,5,16.66666667,3,0,2,0,0,0,1,3.333333333,1,0,0,0,0,0
811,Hugo Duro,ESP,FW,Valencia,La Liga,22,1999,15.4,22,1.428571429,17,0,2,0,3,0,2,0.12987013,1,0,0,0,1,0
812,Jean-Kevin Duverne,HAI,DF,Brest,Ligue 1,25,1997,27.9,48,1.720430108,32,4,5,0,7,0,4,0.143369176,0,0,0,0,4,0
813,Paulo Dybala,ARG,"MF,FW",Roma,Serie A,28,1993,19.3,104,5.388601036,48,29,4,10,13,0,8,0.414507772,4,2,0,1,1,0
814,Edin Džeko,BIH,FW,Inter,Serie A,36,1986,19.2,61,3.177083333,47,0,1,12,1,0,11,0.572916667,7,0,1,3,0,0
815,Malcolm Ebiowei,ENG,"MF,FW",Crystal Palace,Premier League,18,2003,0.4,1,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
816,Festy Ebosele,IRL,DF,Udinese,Serie A,19,2002,4.6,11,2.391304348,8,0,2,0,0,1,2,0.434782609,2,0,0,0,0,0
817,Enzo Ebosse,CMR,DF,Udinese,Serie A,23,1999,10.3,8,0.776699029,7,0,0,0,1,0,0,0,0,0,0,0,0,0
818,Tyronne Ebuehi,NGA,DF,Empoli,Serie A,26,1995,21.4,29,1.355140187,22,5,0,1,1,0,4,0.186915888,3,0,0,1,0,0
819,Ederson,BRA,GK,Manchester City,Premier League,28,1993,35,2,0.057142857,2,0,0,0,0,0,1,0.028571429,1,0,0,0,0,0
820,Éderson,BRA,MF,Atalanta,Serie A,23,1999,24.6,55,2.235772358,37,1,7,7,1,2,5,0.203252033,3,0,1,0,1,0
821,Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,24,1998,20,44,2.2,32,0,1,9,2,0,4,0.2,4,0,0,0,0,0
822,Samuel Edozie,ENG,"FW,MF",Southampton,Premier League,19,2003,6.3,20,3.174603175,13,0,3,0,4,0,0,0,0,0,0,0,0,0
823,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,27.2,50,1.838235294,44,0,1,1,3,1,5,0.183823529,4,0,0,0,1,0
824,Lilian Egloff,GER,"MF,FW",Stuttgart,Bundesliga,19,2002,2.7,10,3.703703704,8,0,0,1,1,0,2,0.740740741,2,0,0,0,0,0
825,Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,10.7,25,2.336448598,22,0,0,1,1,1,2,0.186915888,2,0,0,0,0,0
826,Kingsley Ehizibue,NED,DF,"Udinese,Köln","Serie A,Bundesliga",27,1995,17.8,32,1.797752809,23,2,0,5,1,1,3,0.168539326,2,0,0,0,1,0
828,Julian Eitschberger,GER,FW,Hertha BSC,Bundesliga,18,2004,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
829,Chidera Ejuke,NGA,"FW,MF",Hertha BSC,Bundesliga,24,1998,9.9,41,4.141414141,28,0,9,1,2,1,5,0.505050505,5,0,0,0,0,0
830,Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,19.3,35,1.813471503,26,0,1,4,2,2,1,0.051813472,1,0,0,0,0,0
831,Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,12.8,33,2.578125,25,0,3,2,3,0,7,0.546875,6,0,1,0,0,0
832,Emmanuel Ekong,SWE,"FW,MF",Empoli,Serie A,20,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,4.7,17,3.617021277,13,0,0,3,1,0,1,0.212765957,1,0,0,0,0,0
834,Alberth Elis,HON,"MF,FW",Brest,Ligue 1,26,1996,2.9,12,4.137931034,6,0,1,1,3,1,0,0,0,0,0,0,0,0
835,Mikael Ellertsson,ISL,"MF,DF",Spezia,Serie A,20,2002,1.9,5,2.631578947,2,0,1,1,1,0,0,0,0,0,0,0,0,0
836,Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,19,2003,17.9,75,4.189944134,62,1,5,5,1,1,10,0.558659218,10,0,0,0,0,0
837,Elif Elmas,MKD,"FW,MF",Napoli,Serie A,22,1999,18.1,57,3.149171271,41,6,6,2,2,0,10,0.552486188,7,1,1,1,0,0
838,Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,16.1,9,0.559006211,5,2,0,2,0,0,2,0.124223602,0,1,0,1,0,0
840,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,25,1996,31.4,17,0.541401274,17,0,0,0,0,0,1,0.031847134,1,0,0,0,0,0
841,Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,35.1,21,0.598290598,14,1,1,5,0,0,2,0.056980057,2,0,0,0,0,0
842,Mohamed Elyounoussi,NOR,"MF,FW",Southampton,Premier League,27,1994,24.1,41,1.701244813,34,0,1,2,3,1,4,0.165975104,4,0,0,0,0,0
843,Adri Embarba,ESP,"FW,MF","Almería,Espanyol",La Liga,30,1992,16.8,64,3.80952381,29,19,9,2,4,1,9,0.535714286,3,2,1,2,1,0
845,Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,20.7,63,3.043478261,42,0,6,8,6,1,10,0.483091787,5,0,1,3,1,0
846,Emerson,BRA,DF,Tottenham,Premier League,23,1999,19.3,36,1.865284974,32,0,0,1,2,1,2,0.103626943,2,0,0,0,0,0
847,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,18.5,32,1.72972973,21,1,2,6,2,0,5,0.27027027,3,0,1,1,0,0
848,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,32.5,84,2.584615385,67,0,3,4,7,3,9,0.276923077,5,0,0,1,2,1
849,Arne Engels,BEL,MF,Augsburg,Bundesliga,18,2003,16,47,2.9375,22,17,1,2,4,1,8,0.5,5,1,1,0,0,1
850,Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,22.8,71,3.114035088,50,17,1,3,0,0,9,0.394736842,6,3,0,0,0,0
851,Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,25.9,10,0.386100386,8,0,0,1,0,1,0,0,0,0,0,0,0,0
852,Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,Gonzalo Escalante,ARG,MF,"Cremonese,Cádiz","Serie A,La Liga",29,1993,18.7,35,1.871657754,30,0,2,1,1,0,3,0.160427807,1,0,1,1,0,0
855,Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,16,35,2.1875,20,7,0,6,2,0,0,0,0,0,0,0,0,0
856,Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,34.7,70,2.017291066,59,6,1,0,2,2,7,0.201729107,5,1,1,0,0,0
857,Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13.6,9,0.661764706,6,0,0,3,0,0,2,0.147058824,1,0,0,1,0,0
858,Salvatore Esposito,ITA,MF,Spezia,Serie A,21,2000,10.8,28,2.592592593,13,11,0,1,3,0,0,0,0,0,0,0,0,0
859,Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,18.3,7,0.382513661,5,1,0,1,0,0,0,0,0,0,0,0,0,0
860,Pervis Estupiñán,ECU,DF,Brighton,Premier League,24,1998,29.7,87,2.929292929,78,4,3,0,2,0,8,0.269360269,7,0,0,0,1,0
861,Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,11.7,4,0.341880342,4,0,0,0,0,0,0,0,0,0,0,0,0,0
862,Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,12.9,45,3.488372093,30,5,4,3,2,1,9,0.697674419,8,0,1,0,0,0
863,Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,24,1998,29.3,118,4.027303754,69,21,11,4,11,2,16,0.546075085,9,1,5,0,1,0
864,Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,Nicolás Ezequiel Fernández,ARG,"MF,DF",Elche,La Liga,22,2000,5.7,21,3.684210526,18,2,0,1,0,0,2,0.350877193,2,0,0,0,0,0
866,Abdessamad Ezzalzouli,MAR,"FW,MF",Osasuna,La Liga,20,2001,16.7,58,3.473053892,27,5,18,4,3,1,4,0.239520958,4,0,0,0,0,0
867,Łukasz Fabiański,POL,GK,West Ham,Premier League,37,1985,34.6,2,0.057803468,0,2,0,0,0,0,0,0,0,0,0,0,0,0
868,Fabinho,BRA,MF,Liverpool,Premier League,28,1993,29.7,55,1.851851852,49,0,0,1,2,3,8,0.269360269,7,0,0,0,1,0
869,Fábio,BRA,"DF,MF",Nantes,Ligue 1,32,1990,2.5,10,4,10,0,0,0,0,0,1,0.4,1,0,0,0,0,0
870,Noah Fadiga,SEN,DF,Brest,Ligue 1,22,1999,14.5,15,1.034482759,8,0,3,0,3,1,2,0.137931034,1,0,1,0,0,0
871,Wout Faes,BEL,DF,"Leicester City,Reims","Premier League,Ligue 1",24,1998,34,25,0.735294118,19,0,1,3,0,2,6,0.176470588,5,0,0,0,0,1
873,Nicolò Fagioli,ITA,MF,Juventus,Serie A,21,2001,16.9,39,2.307692308,25,4,1,4,5,0,7,0.414201183,4,1,0,0,2,0
874,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,33,1988,11.4,4,0.350877193,1,3,0,0,0,0,0,0,0,0,0,0,0,0
875,Romain Faivre,FRA,"MF,FW","Lorient,Lyon",Ligue 1,24,1998,17.1,58,3.391812865,37,4,10,3,4,0,10,0.584795322,5,1,4,0,0,0
877,Radamel Falcao,COL,"FW,MF",Rayo Vallecano,La Liga,36,1986,6.8,10,1.470588235,7,0,1,1,1,0,0,0,0,0,0,0,0,0
878,Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,38,6,0.157894737,4,2,0,0,0,0,0,0,0,0,0,0,0,0
879,Fali,ESP,"DF,MF",Cádiz,La Liga,28,1993,19,11,0.578947368,9,1,0,0,1,0,1,0.052631579,1,0,0,0,0,0
880,Fallou Fall,SEN,DF,Reims,Ligue 1,18,2004,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,Mamadou Fall,SEN,DF,Villarreal,La Liga,19,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,16.5,28,1.696969697,18,2,4,4,0,0,4,0.242424242,2,0,1,1,0,0
883,Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,15.5,50,3.225806452,35,1,8,5,0,1,7,0.451612903,4,0,1,2,0,0
884,Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18,2004,8,19,2.375,15,2,1,1,0,0,5,0.625,4,0,0,1,0,0
885,Cheikh Faye,SEN,FW,Montpellier,Ligue 1,23,1999,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,11.9,12,1.008403361,7,1,0,4,0,0,0,0,0,0,0,0,0,0
887,Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,9.2,24,2.608695652,16,3,2,1,2,0,1,0.108695652,0,1,0,0,0,0
888,Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,4.2,4,0.952380952,3,0,0,0,0,1,0,0,0,0,0,0,0,0
889,Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,10.7,56,5.23364486,31,10,4,2,9,0,5,0.46728972,2,0,1,0,2,0
890,Felipe,BRA,DF,"Nott'ham Forest,Atlético Madrid","Premier League,La Liga",33,1989,18,16,0.888888889,11,0,0,4,1,0,1,0.055555556,1,0,0,0,0,0
892,Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,19.6,7,0.357142857,6,0,0,1,0,0,1,0.051020408,1,0,0,0,0,0
893,João Félix,POR,"FW,MF","Chelsea,Atlético Madrid","Premier League,La Liga",22,1999,17.7,60,3.389830508,35,2,9,7,6,1,6,0.338983051,5,0,0,1,0,0
895,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,16.1,13,0.807453416,12,0,0,1,0,0,1,0.062111801,1,0,0,0,0,0
896,Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,12.6,24,1.904761905,23,0,0,0,1,0,0,0,0,0,0,0,0,0
897,Evan Ferguson,IRL,FW,Brighton,Premier League,17,2004,10.6,22,2.075471698,15,0,1,6,0,0,2,0.188679245,2,0,0,0,0,0
898,Lewis Ferguson,SCO,"MF,FW",Bologna,Serie A,22,1999,25.7,62,2.412451362,45,1,1,8,6,1,5,0.194552529,4,0,0,1,0,0
899,Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,27,1994,36.8,219,5.951086957,164,26,8,12,9,0,18,0.489130435,16,0,0,1,1,0
900,Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,27.1,36,1.328413284,18,13,2,2,1,0,5,0.184501845,1,3,0,1,0,0
901,Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,21,4,0.19047619,2,2,0,0,0,0,1,0.047619048,1,0,0,0,0,0
902,Álex Fernández,ESP,"MF,FW",Cádiz,La Liga,29,1992,17.5,39,2.228571429,27,10,1,0,1,0,1,0.057142857,1,0,0,0,0,0
903,Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,11,1,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0
904,Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,7,16,2.285714286,12,0,1,1,2,0,1,0.142857143,1,0,0,0,0,0
905,Enzo Fernández,ARG,MF,Chelsea,Premier League,21,2001,17.2,59,3.430232558,49,6,0,2,2,0,6,0.348837209,6,0,0,0,0,0
906,Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,24,14,0.583333333,12,0,0,1,0,1,0,0,0,0,0,0,0,0
908,Valery Fernández,ESP,"MF,DF",Girona,La Liga,22,1999,10.7,29,2.710280374,24,1,1,0,3,0,4,0.373831776,3,0,0,0,1,0
909,Fernando,ESP,GK,Almería,La Liga,32,1990,36.5,4,0.109589041,1,3,0,0,0,0,0,0,0,0,0,0,0,0
910,Fernando,BRA,"MF,DF",Sevilla,La Liga,35,1987,17.5,20,1.142857143,18,0,0,0,0,2,1,0.057142857,1,0,0,0,0,0
911,Alex Ferrari,ITA,DF,"Sampdoria,Cremonese",Serie A,28,1994,20.8,10,0.480769231,7,0,1,1,1,0,0,0,0,0,0,0,0,0
913,Salvador Ferrer,ESP,DF,Spezia,Serie A,24,1998,1.5,2,1.333333333,0,2,0,0,0,0,0,0,0,0,0,0,0,0
914,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,30.4,71,2.335526316,65,1,2,1,2,0,7,0.230263158,6,1,0,0,0,0
915,Fidel,ESP,"MF,FW",Elche,La Liga,32,1989,19,66,3.473684211,46,11,4,1,4,0,4,0.210526316,4,0,0,0,0,0
916,Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,0.5,3,6,2,1,0,0,0,0,1,2,1,0,0,0,0,0
917,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Roberto Firmino,BRA,"FW,MF",Liverpool,Premier League,30,1991,13.5,46,3.407407407,36,0,4,6,0,0,7,0.518518519,4,0,1,2,0,0
919,Junior Firpo,ESP,DF,Leeds United,Premier League,25,1996,15.2,21,1.381578947,15,2,0,0,3,1,2,0.131578947,2,0,0,0,0,0
920,Kilian Fischer,GER,"DF,FW",Wolfsburg,Bundesliga,21,2000,5.6,7,1.25,5,0,1,0,1,0,1,0.178571429,0,0,0,0,1,0
921,Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,34,10,0.294117647,6,4,0,0,0,0,1,0.029411765,0,1,0,0,0,0
922,Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,5.7,7,1.228070175,6,0,0,1,0,0,0,0,0,0,0,0,0,0
923,Alexis Flips,FRA,"FW,MF",Reims,Ligue 1,22,2000,22,95,4.318181818,69,13,1,7,1,4,11,0.5,10,0,0,1,0,0
924,Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,2.3,9,3.913043478,4,3,0,1,1,0,0,0,0,0,0,0,0,0
925,Phil Foden,ENG,FW,Manchester City,Premier League,22,2000,20.5,99,4.829268293,76,9,6,5,3,0,14,0.682926829,10,0,3,0,1,0
926,Seko Fofana,CIV,MF,Lens,Ligue 1,27,1995,34.1,94,2.75659824,78,0,7,2,5,2,13,0.381231672,10,0,2,0,1,0
927,Wesley Fofana,FRA,DF,"Leicester City,Chelsea",Premier League,21,2000,15.1,15,0.993377483,14,0,0,0,0,1,2,0.132450331,2,0,0,0,0,0
929,Yahia Fofana,CIV,GK,Angers,Ligue 1,21,2000,11,2,0.181818182,2,0,0,0,0,0,1,0.090909091,1,0,0,0,0,0
930,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23,1999,34.3,78,2.274052478,68,0,6,0,2,2,11,0.320699708,9,0,0,0,1,1
931,Thomas Foket,BEL,DF,Reims,Ligue 1,27,1994,22,39,1.772727273,37,0,0,0,1,1,2,0.090909091,2,0,0,0,0,0
932,José Fonte,POR,DF,Lille,Ligue 1,38,1983,28.8,16,0.555555556,13,0,0,2,1,0,2,0.069444444,1,0,0,1,0,0
933,Pablo Fornals,ESP,"FW,MF",West Ham,Premier League,26,1996,16.7,57,3.413173653,48,4,1,3,0,1,3,0.179640719,2,0,1,0,0,0
934,Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,30,1991,16.5,39,2.363636364,28,3,0,4,3,1,7,0.424242424,5,1,0,0,0,1
935,Adam Forshaw,ENG,MF,Leeds United,Premier League,30,1991,5.3,16,3.018867925,10,6,0,0,0,0,0,0,0,0,0,0,0,0
936,Fraser Forster,ENG,GK,Tottenham,Premier League,34,1988,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Philipp Förster,GER,MF,Bochum,Bundesliga,27,1995,14.5,44,3.034482759,25,15,1,1,2,0,8,0.551724138,3,4,0,0,1,0
938,Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,24,1998,2.1,5,2.380952381,5,0,0,0,0,0,0,0,0,0,0,0,0,0
940,Dimitri Foulquier,FRA,DF,Valencia,La Liga,29,1993,19.3,29,1.502590674,25,1,0,2,0,1,2,0.103626943,2,0,0,0,0,0
941,Juan Foyth,ARG,DF,Villarreal,La Liga,24,1998,21.8,29,1.330275229,28,1,0,0,0,0,2,0.091743119,2,0,0,0,0,0
942,Raphael Framberger,GER,"DF,FW",Augsburg,Bundesliga,26,1995,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
943,Tyrese Francois,AUS,FW,Fulham,Premier League,22,2000,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
944,Bartol Franjić,CRO,MF,Wolfsburg,Bundesliga,22,2000,2.5,3,1.2,2,0,1,0,0,0,2,0.8,1,0,1,0,0,0
945,Przemysław Frankowski,POL,"DF,MF",Lens,Ligue 1,27,1995,31.5,123,3.904761905,69,44,3,3,2,2,12,0.380952381,8,4,0,0,0,0
946,Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,28,1994,3.5,8,2.285714286,6,1,0,1,0,0,0,0,0,0,0,0,0,0
